id,word,translation,language,status,created_at,updated_at
16936,бесперебойно,"toqtamayıp, artı kesilmeyip, daima (постоянно)
бесперебойно снабжать топливом - toqtamayıp yaqarlınen temin etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16937,бесперебойный,"toqtamağan, artı kesilmegen, daimiy (постоянный)
бесперебойное снабжение топливом - toqtamayıp yaqarlınen temin etüv",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16938,бесплатно,"bedava, aqçasız, parasız",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16939,бесплатный,"bedava, aqçasız, parasız
бесплатное обучение - bedava (parasız) tasil
бесплатный билет - bedava bilet",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16940,бесплодие,"1) qısırlıq, tölsüzlik
2) (о почве, урожае) bereketsizlik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16941,бесплодный,"1) qısır, tölsüz
2) (о почве) bereketsiz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16942,бесподобно,"misli yoq, acayip",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16943,беспокоить,"1) raatsız etmek, raatsızlamaq
2) (мешать) keder etmek
3) (волновать) eyecanlandırmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16944,беспокоиться,"1) (тревожиться) qasevet etmek, eyecanlanmaq
2) (утруждать себя) raatsız olmaq, zamet etmek, zamet çekmek
не беспокойтесь - raatsız olmañız",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16945,беспокойный,"1) raatsız, telâşlı
беспокойный сон - raatsız yuqu
беспокойное состояние - telâşlı vaziyet
2) (подвижный) canlı, tınmaz
3) (причиняющий беспокойство) raatsız etken, bezdirici",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16946,беспокойство,"raatsızlıq, qasevet
испытывать беспокойство - raatsızlanmaq, raatsızlıq duymaq
причинять беспокойство - raatsız etmek, raatlığını bozmaq
простите за беспокойство - sizni raatsız etkenim içün meni bağışlañız",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16947,бесполезно,"faydasız, nafile, boşuna",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16948,бесполезный,"faydasız, nafile, boşuna",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16949,беспомощность,"acizlik, imdatsızlıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16950,беспомощный,"beceriksiz, iqtidarsız, aciz, imdatsız",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16951,беспорядок,"nizamsızlıq, tertipsizlik, qarışıqlıq (путаница)
в доме беспорядок - evde tertipsizlik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16952,беспошлинный,"gümrüksiz, bedelsiz
беспошлинный импорт - gümrüksiz italât",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16953,беспощадно,amansızca,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16954,беспощадный,"amansız, merametsiz, raimsiz, qattı yürekli
беспощадная борьба - amansız küreş",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16955,бесправный,"uquqsız, aqsız
бесправное положение - uquqsızlıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16956,беспрерывный,"üzlüksiz, bitmek bilmegen",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16957,беспрестанно,"toqtamadan, toqtamayıp (безостановочно), daima (постонно)
беспрестанно гремел гром - toqtamadan kök güdürdey edi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16958,беспрестанный,"toqtamağan (безостановочный), daimiy (постоянный)
беспрестанный дождь - toqtamayıp yağğan yağmur
беспрестанные упрёки - daimiy yüzlevler",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16959,беспризорный,"1) (заброшенный, оставленный без присмотра) baqımsız
2) (бездомный) evsiz, sığınaqsız",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16960,беспринципный,"printsipsiz, yüzsüz (бесстыдный)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16961,беспристрастный,adaletli,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16962,бессердечный,"merametsiz, taş yürekli",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16963,бессильный,"küçsüz, quvetsiz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16964,бесславие,masqaralıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16965,бесславный,şerefsiz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16966,бесследный,izsiz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16967,бессмертие,"1) (вечная жизнь) ölümsizlik, baqiylik
2) (вечность) ebediylik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16968,бессмертный,"ölmez, ebediy yaşaycaq, mengu, sönmez
бессмертная слава - sönmez şüret",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16969,бессмысленность,manasızlıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16970,бессмысленный,manasız,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16971,бессмыслица,"saçma, saçma-saban
это бессмыслица! - bu bir saçma!",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16972,бессовестный,yüzsüz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16973,бессознательность,"bayğınlıq, esin coyuv",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16974,бессонница,"yuqusızlıq
страдать бессонницей - yuqusızlıq çekmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16975,бессоюзный,"bağlayıcısız
бессоюзное сложное предложение - bağlayıcısız mürekkep cümle",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16976,бесспорно,"(без сомнения) şübesiz, şeksiz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16977,бесспорный,"şübesiz, şeksiz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16978,бессрочный,müddetsiz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16979,бесстрашный,qorqu bilmez,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16980,бесстыдник,"юзьсюз, утанмаз, арланмаз",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16981,бесстыдный,"arlanmaz, utanmaz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16982,бесстыжий,yüzsüz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16983,бессчётный,"esapsız, sayısız",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16984,бестактность,"nezaketsizlik
совершить бестактность - nezaketsizlik yapmaq
***
не примите за бестактность - sözüm ağır barmasın",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16985,бестактный,nezaketsiz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16986,бесталанный,"bahtsız, çastsız, taliysiz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16987,бестолковый,"qabaqbaş, aqılsız, fikirsiz, budala",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16988,бесхозный,saipsiz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16989,бесхозяйственный,hocalıqnı çevirmege bilmegen,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16990,бесцветный,"renksiz, tüssüz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16991,бесцельность,maqsatsızlıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16992,бесцельный,maqsatsız,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16993,бесценный,"1) (очень ценный) pek qıymetli
2) (малоценный) qıymetsiz, degersiz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16994,бесчеловечный,insaniyetsiz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16995,бесчинствовать,qavğalaşmaq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16996,бесчисленный,"adsız-esapsız, bitmez-tükenmez",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16997,бесшумный,"şamatasız, sessiz",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16998,бетон,beton,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
16999,бетономешалка,"beton qarıştırıcı, beton qarıştırğan maşna",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17000,бечёвка,"qolan, sıcım, yip",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17001,бешенство,"1) quturuv, quturma
2) (болезнь) quturuv hastalığı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17002,бешеный,"1) quturğan
бешеная собака - quturğan köpek
как бешеный - quturğan kibi
2) (перен.) şiddetli, müthiş
бешеная скорость - müthiş surat
бешеное сопротивление противника - duşmannıñ şiddetli qarşılığı
***
бешеные деньги - aqılğa zarar aqça
бешеные цены - aqılğa zarar fiyatlar",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17003,библиография,kitabiyat,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17004,библиотека,kitaphane,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17005,библиотекарский,kitaphaneci°,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17006,библиотекарь,kitaphaneci,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17007,библиотечный,kitaphane°,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17008,Библия,"Bibliya, Muqaddes Kitap",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17009,биение,"uruv, urma
биение сердца - yürekniñ uruvı
***
биение жизни - yaşayış nefesi, yaşayış nabzı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17010,билет,bilet,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17011,бильярд,bilyard,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17012,бинокль,dürbin,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17013,бинт,bint,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17014,бинтовать,"bintlemek, bintnen bağlamaq, bintnen sarıp bağlamaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17015,биографический,"tercimeial°, biografik
биографический справочник - tercimeial malümatnamesi, biografik malümatname",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17016,биография,"tercimeial, biografiya",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17017,биолог,"ayatiyatçı, biolog",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17018,биологический,"ayatiyat°, biologik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17019,биология,"ayatiyat, biologiya",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17020,биосфера,biosfera,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17021,бирюза,feruze,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17022,бисер,inci,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17023,бисквит,biskvit,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17024,битва,"uruş, cenk, muarebe, qavğa
поле битвы - cenk meydanı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17025,биточки,küfte,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17026,битый,"1) (которого били) urulğan
2) (разбитый) sınğan, sındırılğan, parlanğan
битое стекло - sınğan cam, sındırılğan cam
***
битый час - tamam bir saat
битая птица - atılıp urulğan quş",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17027,бить,"1) urmaq, dögmek
2) (разбивать) qırmaq, parçalamaq, parlamaq, sındırmaq
3) (стрелять) atmaq, urmaq
4) (резать скот) soymaq, kesmek
5) (побеждать) yeñmek
6) (о воде, нефти) fışqırmaq
7) (перен. бичевать) qamçılamaq, darbe endirmek
***
бить в барабан - davul çalmaq
бить в ладоши - el çırpmaq
бить в колокол (набат) - çañ qaqmaq
бить в цель - nişanğa urmaq
бить ключом - qaynamaq, taşmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17028,биться,"1) (сражаться) uruşmaq, cenkleşmek, dögüşmek
2) (состязаться) küreşmek, tartışmaq
3) (ударяться) urulmaq
4) (о сердце, пульсе) urmaq, tepmek
5) qırılmaq, parçalanmaq, sınmaq
6) qaltıramaq, titremek
7) (перен. стараться, ломать голову) baş yormaq, tırışmaq, talaşmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17029,бифштекс,bifşteks,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17030,бич,qamçı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17031,Бишкек,Bişkek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17032,благодарить,"teşekkür bildirmek, minnetdarlıq bildirmek, sağ ol (evalla) demek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17033,благодарность,"minnetdarlıq, teşekkür
объявить благодарность - teşekkür bildirmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17034,благодарный,"minnetdar
буду очень благодарен, если вы это сделаете - bunı yapsañız ğayet minnetdar olurım",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17035,благодаря,"sayesinde, sebepten (по причине), neticesinde (в результате)
благодаря вашей помощи - siziñ yardımıñız neticesinde",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17036,благодеяние,"minnet, eyilik, hayır",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17037,благозвучный,"aenkli, hoş kelgen davuş, hoş kelgen ses",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17038,благонравный,nezaketli,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17039,благополучие,amanlıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17040,благополучный,"hayırlı, yahşı, eyi, muvafaqiyetli (успешный)
благополучный конец - soñu yahşı
довести до благополучного конца - yahşı bir neticege yetkizmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17041,благоприятный,"yahşı, uyğun, kelişikli, kelişken, elverişli, muvafıq
благоприятная погода - yahşı ava
благоприятный момент - oñaytlı vaqıt, fırsat
благоприятные условия - yahşı şarait, elverişli şarait
благоприятные обстоятельства - yahşı şarait, kelişken şarait, yahşı vaziyet",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17042,благоразумный,"uslu, aqılnen yapılğan (о поступке)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17043,благородный,"1) alicenap
благородный поступок - alicenap bir areket
2) asıl, qıymetli
благородные металлы - asıl madenler",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17044,благородство,"alicenaplıq, mertlik, kerem
благородство души - yürek temizligi, göñül temizligi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17045,благословение,"1) hayır duası
2) (одобрение) alğış, taqdir
с его благословения - onıñ alğışınen",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17046,благословенный,"1) mubarek, aziz, bahtiyar, çastlı, bahtlı
благословенная земля моих предков - эдждатларымнынъ азиз топрагъы
благословенная страна - bahtlı memleket
2) (благословенный Богом) Alla meramet etken, Allanıñ merametine lâyıq olğan",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17047,благословлять,"1) hayır duasını etmek, oğurlar tilep dua etmek
благословлять на ратный подвиг - ğalebe tilep dua etmek
2) (одобрять) alğışlamaq, taqdirlemek, razılıq bermek
он сам благословил это дело - bu iş onıñ alğışınen yapılğan
3) (выражать благодарность) şükür etmek
благословлять судьбу - taqdirine şükür etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17048,благосостояние,"1) (благоустроенность) abadanlıq, eyi allıq
2) (обеспеченность) bereket, bolluq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17049,благотворитель,"hayırsever, hayırperver, hayriyetçi, muhtaclarğa yardım etken (помогающий нуждающимся)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17050,благотворительность,"hayriyet, hayırseverlik, hayırperverlik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17051,благотворительный,"hayriy, hayriye°
благотворительный фонд - hayriy fond, hayriye fondu",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17052,благотворно,"yahşı, eyi
благотворно воздействовать на что-либо - bir şeyge yahşı tesir etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17053,благотворный,"yahşı tesir etken (хорошо влияющий), faydalı (полезный)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17054,благоустраивать,"1) (дом, комнату) abad etmek, abadan etmek, abadanlaştırmaq, donatmaq
2) (организовать) teşkil etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17055,благоустроенность,abadanlıq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17056,благоустроенный,abadan,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17057,благоустройство,"abadan etüv, abadanlaşma, abadanlaşuv, abadanlıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17058,благоухание,hoş qoqu,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17059,благоухающий,"hoş qoqulı, güzel qoqulı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17060,благочестивый,"(религиозный) dindar, diyanetkâr, diyanetli",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17061,блаженный,"1) (счастливый) pek bahtlı, pek çastlı
блаженная улыбка - bahtlı külümsirev, özüni bahtlı duyıp külümsirev
2) (глуповатый, дурачок) aqlı eksikçe",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17062,блаженствовать,"uslanmaq, sefa sürmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17063,бланк,"blank, forma",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17064,бледнеть,ağarmaq,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17065,бледность,"aqçillik, çıraysızlıq (о лице человека)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17066,бледный,"1) ağarğan, solğun, tüsüni coyğan, sararğan
2) (перен. невыразительный) datsız, tuzsuz, zayıf",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17067,блеск,"parıltı, yıltırav",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17068,блестеть,"1) (сверкать) parıldamaq, yıltıramaq, nur saçmaq
2) (перен. отличаться) ayrette qaldırmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17069,блестящий,"1) (сверкающий) yıltıravuq, parlaq, nurlu
2) (перен. успешный) muvafaqiyetli
блестящая победа - muvafaqiyetli ğalebe",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17070,ближайший,"eñ yaqın; eñ yaqın olğan, eñ yaqın turğan (расположенный поблизости)
в ближайшем будущем - yaqın kelecekte, yaqın vaqıtlarda",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17071,ближе,"yaqınca, yaqın
подойди ближе - yaqınca kel",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17072,ближний,"yaqın, qomşu (соседний)
ближняя дистанция - yaqın mesafe
ближнее село - qomşu köy",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17073,близкий,"1) (недалёкий) yaqın
близкий к дому - evge yaqın
2) (перен. о родственниках, друзьях) soy-sop, aqraba, doğmuş, tuvğan, yaqın
близкие друзья - yaqın dostlar
3) (сходный) oşağan, beñzegen, yaqın",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17074,близко,"1) (о расстоянии) yaqın, yanında
я живу близко от школы - men mektepke yaqın yaşayım
быть близко - yaqın olmaq
2) yaqın",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17075,близнецы,"1) egizler
2) (созвездие) Cevza, Egizler",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17076,близорукий,uzaqtan qaramağan,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17077,блин,"blin
***
первый блин комом - birinci yapılğan iş yahşı olmadı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17078,блог,"blog, kündelik (дневник)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17079,блок,"blok, çığırıq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17080,блокада,"qamaçav, qurşav",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17081,блокировать,"tosmenge tutmaq, blok etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17082,блокнот,"bloknot, cep defteri",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17083,блондин,sarışın,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17084,блоха,"pire, bürçe",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17085,блуд,"zina, ahlâqsızlıq (аморальность)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17086,блуждать,"1) (ходить без определенной цели) dolaşmaq
2) (скитаться) bıralqılamaq, boş kezmek, dolaşmaq, işsiz dolaşmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17087,блузка,kölmek,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17088,блюдо,"1) (посуда) tabaq, sini
2) (кушанье) aş, yemek
обед из двух блюд - eki türlü aş (yemek)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17089,блюдце,tepsi,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17090,бляха,teneke,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17091,боб,eşek baqlası,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17092,бобёр,см. бобр,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17093,бобр,qunduz,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17094,бобровый,qunduz°,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17095,бог,"1) Alla, Mevlâ, Tañrı, Rabbi, Huda, Allai Taalâ, Yaradan
2) (по отношению к языческим божествам) ilâh, tañrı
***
Не дай Бог! - Alla köstermesin! Alla saqlasın!",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17096,богатеть,"bayımaq, zenginleşmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17097,богато,zengin,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17098,богатство,"1) zenginlik, baylıq, barlıq, devlet, servet, bolluq (изобилие)
природные богатства - tabiat baylıqları
2) (перен. роскошь, великолепие) güzellik, körkemlik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17099,богатый,"1) zengin, bay, barlıqlı, devletli
богатая страна - zengin memleket
2) (обильный) bol, bereketli, semereli
богатый урожай - bol mahsul
3) (перен. роскошным, великолепный) müteşem, körkemli, tantanalı, ğayet güzel
4) (богач) zengin, bay
бедный и богатый - faqır ve zengin",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17100,богатырь,"batır, pelvan, qaraman",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17101,богач,"zengin, bay",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17102,богиня,mabude,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17103,богомол,(жук) şeytan atı,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17104,богомолец,"acı, seyya",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17105,богослов,"ilâhiyatçı, din alimi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17106,богословие,"ilâhiyat, din ilmi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17107,бодрствовать,"yuqlamamaq (не спать), uyanıq oturmaq",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17108,бодрый,"1) (крепкий, здоровый) tendirist, sağlam
2) (свежий) taze
3) (живой, оживлённый) canlı
4) (быстрый) çabik, çalt
5) бодрое настроение - keyflilik",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17109,боевой,"1) cenkâver
боевые награды - cenkâver mukâfatlar
2) (перен. о характере) cesür, batır, mert
3) (разг. шустрый) atik, ateşli
боевой парень - atik oğlan",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17110,боеспособный,"muarebege qabiliyetli, uruşqa qabiliyetli",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17111,боец,"cenkçi, asker",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17112,божество,"mabut, put",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17113,бой,"1) (сражение) uruş, çarpışma, dögüş, muarebe
2) (драка) kötek, dögüş, qavğa
3) (разбивание) sındırma, qırma, parçalama
4) (битое стекло, посуда) qırıq, sınıq
5) (часов) çalma
бой часов - saatnıñ çalması
6) (барабана) ses, davuş
барабанный бой - davul sesleri
***
взять с бою - uruşa-uruşa elge keçirmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17114,бойкий,"1) (решительный и находчивый) atik, açıqköz, çevik areketli
бойкий ребёнок - atik bala
2) (оживленный) qalabalıq, canlı
бойкое место - qalabalıq yer
бойкая торговля - canlı ticaret (alış-veriş)",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17115,бойкот,"boykot
объявить бойкот - boykot ilân etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17116,бойня,"1) (место для забоя скота) boyna, mal soyuv hanesi
2) (резня) qıyır-çıyır, qıyır-çıyır etilüv, qıyır-çıyır etilme
устроить бойню - qıyır-çıyır etmek",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17117,бок,"1) yan, yanbaş
поворачиваться с боку на бок - bir yandan bir yana çevirilmek
2) (сторона) yan, taraf, yaq, çet, etraf
***
бок о бок - yan-yana, yan-yanaşa
взять за бока - yaqasından tutmaq
под боком - pek yaqın",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17118,бокал,qade,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17119,боковой,"yanaşa, yanaşadaki",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17120,бокс,boks,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17121,боксер,boksçu,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17122,болгарин,bulğar,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17123,Болгария,Bulğaristan,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17124,болгарский,bulğar°,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17125,болевой,ağırğan,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17126,более,"1) daa, daa ziyade
более крепкий - daa qattı
2) (больше) çoqça, ziyadece
***
более или менее - azmı-çoqmı
все более и более - ketken sayın, barğan sayın, vira",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17127,болезненный,"1) (причиняющий боль) ağrılı, ağırtqan
болезненный укус пчелы - balqurt tişlemesi ağırta
2) (слабый здоровьем) hastacan
болезненный человек - hastacan adam",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17128,болезнь,"hastalıq, maraz, dert, ağrı",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17129,болельщик,"(bir şeyniñ) hastası, mühlis (поклонник)
болельщик футбола - futbol aveskârı (hastası)
болельщик Таврии - Tavriya mühlisi",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17130,болеть,"1) (хворать) hastalanmaq, hasta olmaq
болеть гриппом - gripp olmaq
2) (перен. сильно беспокоиться за кого-то, о ком-то, чём-то) qayğırmaq, raatsız olmaq
3) (испытывать боль) ağırmaq, sızlamaq, acımaq
у меня болят зубы - tişlerim ağıra",R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
17131,Боливия,Boliviya,R,1,2016-07-30 21:53:00,2016-07-30 21:53:00
